child_id,synthetic_nik,synthetic_name,synthetic_parent_name,district_id,district_name,posyandu_name,age_months,gender,height_cm,weight_kg,z_haz_score,z_waz_score,nutrition_status,has_exclusive_breastfeeding,water_source_access
CHD-2026-00599,1271423024581557,Nurul Hutapea,Dewi Hutapea,DIST-12,Medan Helvetia,Posyandu Melati 1,7,M,66.3,8.28,-1.18,-0.43,POTENTIAL_RISK,True,Air Sungai / Tak Terlindung
CHD-2026-00600,1271219980433128,Siti Hutapea,Siti Hutapea,DIST-21,Medan Area,Posyandu Melati 2,30,M,81.3,12.68,-1.56,-1.65,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00601,1271915754705528,Dewi Ginting,Rizky Ginting,DIST-09,Medan Tuntungan,Posyandu Melati 6,55,F,104.8,20.76,0.43,0.01,NORMAL,False,PDAM
CHD-2026-00602,1271585074666450,Kevin Simanjuntak,Aisyah Simanjuntak,DIST-03,Medan Marelan,Posyandu Melati 5,9,F,73.0,6.58,0.55,-2.43,NORMAL,True,Sumur Terlindung
CHD-2026-00603,1271327768389061,Dimas Tambunan,Rian Tambunan,DIST-16,Medan Kota,Posyandu Melati 7,12,M,70.2,9.74,-1.08,-0.23,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00604,1271231365542194,Rafi Hutapea,Kevin Hutapea,DIST-04,Medan Deli,Posyandu Melati 8,10,F,65.5,8.97,-2.16,-0.48,STUNTED,True,Air Sungai / Tak Terlindung
CHD-2026-00605,1271955094515365,Budi Pasaribu,Aisyah Pasaribu,DIST-05,Medan Tembung,Posyandu Melati 7,15,F,77.2,9.01,0.56,-1.59,NORMAL,True,Sumur Terlindung
CHD-2026-00606,1271186663664700,Tiara Sinaga,Rian Sinaga,DIST-16,Medan Kota,Posyandu Melati 8,6,F,67.9,9.65,-0.45,1.05,NORMAL,True,Sumur Terlindung
CHD-2026-00607,1271611578752485,Bayu Pangaribuan,Dewi Pangaribuan,DIST-12,Medan Helvetia,Posyandu Melati 2,29,F,89.6,14.33,1.42,0.08,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00608,1271155028244129,Dimas Nasution,Zahra Nasution,DIST-10,Medan Selayang,Posyandu Melati 2,25,F,83.2,11.69,0.24,-1.42,NORMAL,False,Sumur Terlindung
CHD-2026-00609,1271342467401584,Tiara Siregar,Rafi Siregar,DIST-12,Medan Helvetia,Posyandu Melati 4,18,M,76.8,11.36,-0.26,-0.13,NORMAL,False,PDAM
CHD-2026-00610,1271671172151606,Dewi Ginting,Zahra Ginting,DIST-18,Medan Polonia,Posyandu Melati 6,27,M,81.9,12.53,-0.67,-1.11,NORMAL,False,Sumur Terlindung
CHD-2026-00611,1271937997319570,Rian Siregar,Dimas Siregar,DIST-02,Medan Labuhan,Posyandu Melati 4,35,M,81.5,12.26,-2.66,-3.17,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00612,1271707484101750,Fajar Ginting,Budi Ginting,DIST-02,Medan Labuhan,Posyandu Melati 1,21,M,69.4,11.54,-3.44,-0.64,SEVERELY_STUNTED,True,Sumur Terlindung
CHD-2026-00613,1271319759302047,Siti Ginting,Melati Ginting,DIST-10,Medan Selayang,Posyandu Melati 2,58,M,104.8,20.38,-0.28,-1.02,NORMAL,False,Sumur Terlindung
CHD-2026-00614,1271644537297586,Nurul Siregar,Dimas Siregar,DIST-20,Medan Petisah,Posyandu Melati 3,26,M,80.7,13.23,-0.82,-0.24,NORMAL,False,PDAM
CHD-2026-00615,1271521662922978,Aisyah Tambunan,Putri Tambunan,DIST-07,Medan Amplas,Posyandu Melati 7,23,M,78.0,10.15,-1.02,-2.36,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00616,1271841426753185,Putri Ginting,Nurul Ginting,DIST-18,Medan Polonia,Posyandu Melati 3,12,F,75.3,9.86,0.65,-0.13,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00617,1271218410715648,Budi Pratama,Putri Pratama,DIST-03,Medan Marelan,Posyandu Melati 3,32,F,85.4,14.84,-0.66,-0.15,NORMAL,False,PDAM
CHD-2026-00618,1271623508753859,Kevin Tarigan,Rafi Tarigan,DIST-21,Medan Area,Posyandu Melati 3,45,M,91.4,18.82,-1.68,0.52,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00619,1271545391281074,Rizky Pangaribuan,Dewi Pangaribuan,DIST-20,Medan Petisah,Posyandu Melati 4,41,M,91.9,17.79,-0.6,0.49,NORMAL,False,PDAM
CHD-2026-00620,1271796321954592,Siti Tambunan,Lestari Tambunan,DIST-17,Medan Maimun,Posyandu Melati 5,35,M,89.8,13.6,0.11,-1.95,NORMAL,False,PDAM
CHD-2026-00621,1271732848883617,Fajar Pangaribuan,Tiara Pangaribuan,DIST-04,Medan Deli,Posyandu Melati 1,48,M,97.1,18.1,-0.49,-0.82,NORMAL,False,Sumur Terlindung
CHD-2026-00622,1271527467818424,Dimas Sinaga,Kevin Sinaga,DIST-10,Medan Selayang,Posyandu Melati 1,8,M,69.4,8.35,-0.41,-0.59,NORMAL,True,PDAM
CHD-2026-00623,1271193467298287,Tiara Tarigan,Siti Tarigan,DIST-01,Medan Belawan,Posyandu Melati 7,43,F,91.0,17.2,-1.38,-0.5,POTENTIAL_RISK,False,PDAM
CHD-2026-00624,1271513388462606,Nurul Simanjuntak,Siti Simanjuntak,DIST-11,Medan Sunggal,Posyandu Melati 4,21,F,80.0,11.6,0.1,-0.59,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00625,1271165570373374,Tiara Tambunan,Tiara Tambunan,DIST-03,Medan Marelan,Posyandu Melati 3,19,F,70.2,11.17,-2.72,-0.52,STUNTED,False,PDAM
CHD-2026-00626,1271443120336503,Dimas Pangaribuan,Lestari Pangaribuan,DIST-15,Medan Perjuangan,Posyandu Melati 1,14,M,75.0,12.32,0.06,1.66,NORMAL,False,PDAM
CHD-2026-00627,1271533305335835,Rafi Sinaga,Putri Sinaga,DIST-15,Medan Perjuangan,Posyandu Melati 3,44,M,97.2,14.78,0.47,-2.92,NORMAL,False,Sumur Terlindung
CHD-2026-00628,1271766129774546,Nurul Siregar,Anisa Siregar,DIST-18,Medan Polonia,Posyandu Melati 8,43,F,94.1,19.42,-0.33,1.52,NORMAL,False,PDAM
CHD-2026-00629,1271657076154643,Nurul Lubis,Bayu Lubis,DIST-14,Medan Timur,Posyandu Melati 1,43,M,95.1,17.28,0.01,-0.43,NORMAL,False,Sumur Terlindung
CHD-2026-00630,1271145463769701,Aisyah Ginting,Galang Ginting,DIST-02,Medan Labuhan,Posyandu Melati 2,31,F,86.3,12.6,-0.12,-1.96,NORMAL,False,Sumur Terlindung
CHD-2026-00631,1271988673337662,Rizky Tarigan,Budi Tarigan,DIST-08,Medan Johor,Posyandu Melati 6,19,M,78.4,10.82,0.03,-0.85,NORMAL,False,PDAM
CHD-2026-00632,1271308374688524,Budi Ginting,Dewi Ginting,DIST-03,Medan Marelan,Posyandu Melati 8,42,M,91.4,17.32,-1.0,-0.16,NORMAL,False,Sumur Terlindung
CHD-2026-00633,1271905868491022,Rian Nasution,Lestari Nasution,DIST-05,Medan Tembung,Posyandu Melati 7,46,M,91.3,19.0,-1.95,0.46,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00634,1271648894605420,Galang Pratama,Dewi Pratama,DIST-11,Medan Sunggal,Posyandu Melati 2,50,M,96.8,19.13,-1.06,-0.34,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00635,1271162163567274,Aisyah Tarigan,Lestari Tarigan,DIST-11,Medan Sunggal,Posyandu Melati 1,29,F,78.7,14.43,-2.2,0.16,STUNTED,False,PDAM
CHD-2026-00636,1271818437934354,Zahra Hutapea,Rizky Hutapea,DIST-06,Medan Denai,Posyandu Melati 4,14,F,77.1,8.77,0.76,-1.58,NORMAL,True,Sumur Terlindung
CHD-2026-00637,1271514698445380,Dimas Simanjuntak,Nurul Simanjuntak,DIST-19,Medan Baru,Posyandu Melati 5,38,F,86.6,16.38,-1.67,-0.11,POTENTIAL_RISK,False,PDAM
CHD-2026-00638,1271746522663010,Lestari Ginting,Tiara Ginting,DIST-12,Medan Helvetia,Posyandu Melati 8,36,F,93.3,13.45,1.02,-2.32,NORMAL,False,Sumur Terlindung
CHD-2026-00639,1271211840647400,Dimas Pasaribu,Rafi Pasaribu,DIST-03,Medan Marelan,Posyandu Melati 2,17,F,70.1,9.53,-2.27,-1.56,STUNTED,True,PDAM
CHD-2026-00640,1271366459801371,Fajar Ginting,Fajar Ginting,DIST-04,Medan Deli,Posyandu Melati 3,24,F,75.7,10.72,-2.04,-2.07,STUNTED,False,PDAM
CHD-2026-00641,1271181231074806,Budi Harahap,Dimas Harahap,DIST-15,Medan Perjuangan,Posyandu Melati 7,59,F,96.6,21.52,-3.22,-0.21,SEVERELY_STUNTED,False,Sumur Terlindung
CHD-2026-00642,1271958307149686,Bayu Ginting,Aditya Ginting,DIST-21,Medan Area,Posyandu Melati 8,59,F,105.3,18.83,-0.34,-2.66,NORMAL,False,PDAM
CHD-2026-00643,1271396077657093,Dewi Nasution,Kevin Nasution,DIST-05,Medan Tembung,Posyandu Melati 3,24,M,84.3,13.97,0.83,0.88,NORMAL,False,PDAM
CHD-2026-00644,1271783991023986,Melati Pasaribu,Putri Pasaribu,DIST-06,Medan Denai,Posyandu Melati 3,17,M,71.5,11.53,-1.81,0.26,POTENTIAL_RISK,True,PDAM
CHD-2026-00645,1271434876294022,Aditya Nasution,Rafi Nasution,DIST-11,Medan Sunggal,Posyandu Melati 6,19,M,74.6,11.28,-1.24,-0.42,POTENTIAL_RISK,False,PDAM
CHD-2026-00646,1271482273911408,Zahra Nasution,Zahra Nasution,DIST-15,Medan Perjuangan,Posyandu Melati 3,31,F,81.4,16.47,-1.76,1.56,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00647,1271744473725842,Fajar Pratama,Zahra Pratama,DIST-11,Medan Sunggal,Posyandu Melati 3,36,F,87.5,15.47,-0.92,-0.48,NORMAL,False,Sumur Terlindung
CHD-2026-00648,1271711420273284,Bayu Hutapea,Siti Hutapea,DIST-15,Medan Perjuangan,Posyandu Melati 5,49,M,94.6,20.55,-1.58,1.18,POTENTIAL_RISK,False,PDAM
CHD-2026-00649,1271214422201901,Nurul Ginting,Lestari Ginting,DIST-20,Medan Petisah,Posyandu Melati 4,44,M,101.1,19.44,1.77,1.3,NORMAL,False,Sumur Terlindung
CHD-2026-00650,1271789907148298,Dimas Pratama,Rizky Pratama,DIST-09,Medan Tuntungan,Posyandu Melati 7,49,M,100.8,17.78,0.52,-1.34,NORMAL,False,PDAM
CHD-2026-00651,1271177991556915,Melati Tambunan,Galang Tambunan,DIST-11,Medan Sunggal,Posyandu Melati 7,31,M,87.9,14.06,0.4,-0.63,NORMAL,False,PDAM
CHD-2026-00652,1271544230508300,Budi Harahap,Lestari Harahap,DIST-12,Medan Helvetia,Posyandu Melati 4,41,M,96.3,17.78,0.86,0.48,NORMAL,False,Sumur Terlindung
CHD-2026-00653,1271462717467944,Anisa Simanjuntak,Rafi Simanjuntak,DIST-15,Medan Perjuangan,Posyandu Melati 3,52,F,96.8,20.2,-1.54,0.18,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00654,1271485976679606,Rizky Nasution,Dimas Nasution,DIST-20,Medan Petisah,Posyandu Melati 7,27,M,85.0,9.9,0.36,-3.5,NORMAL,False,PDAM
CHD-2026-00655,1271815845673243,Kevin Sinaga,Putri Sinaga,DIST-14,Medan Timur,Posyandu Melati 7,18,M,78.2,10.12,0.21,-1.26,NORMAL,False,Sumur Terlindung
CHD-2026-00656,1271486181018593,Dewi Sembiring,Aditya Sembiring,DIST-02,Medan Labuhan,Posyandu Melati 1,20,M,72.4,9.58,-2.2,-2.2,STUNTED,True,PDAM
CHD-2026-00657,1271632880859059,Tiara Siregar,Dewi Siregar,DIST-21,Medan Area,Posyandu Melati 1,50,M,97.3,19.19,-0.89,-0.28,NORMAL,False,PDAM
CHD-2026-00658,1271567092918872,Tiara Siregar,Melati Siregar,DIST-09,Medan Tuntungan,Posyandu Melati 5,42,F,87.8,17.01,-2.19,-0.45,STUNTED,False,Sumur Terlindung
CHD-2026-00659,1271831183975252,Siti Sitorus,Galang Sitorus,DIST-16,Medan Kota,Posyandu Melati 3,16,M,76.7,12.64,0.18,1.49,NORMAL,False,Sumur Terlindung
CHD-2026-00660,1271444787077873,Lestari Nasution,Aisyah Nasution,DIST-05,Medan Tembung,Posyandu Melati 1,46,F,90.8,17.04,-2.13,-1.33,STUNTED,False,PDAM
CHD-2026-00661,1271902921482548,Rizky Tarigan,Dimas Tarigan,DIST-17,Medan Maimun,Posyandu Melati 6,44,M,94.5,18.48,-0.44,0.43,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00662,1271226603806761,Kevin Pangaribuan,Lestari Pangaribuan,DIST-10,Medan Selayang,Posyandu Melati 1,58,M,103.2,22.4,-0.8,0.82,NORMAL,False,PDAM
CHD-2026-00663,1271624568443671,Lestari Simanjuntak,Tiara Simanjuntak,DIST-10,Medan Selayang,Posyandu Melati 3,12,M,65.3,7.96,-2.71,-1.86,STUNTED,True,Air Sungai / Tak Terlindung
CHD-2026-00664,1271788471592867,Melati Hutapea,Galang Hutapea,DIST-18,Medan Polonia,Posyandu Melati 2,32,F,87.4,12.8,-0.01,-2.0,NORMAL,False,PDAM
CHD-2026-00665,1271498246196940,Budi Ginting,Lestari Ginting,DIST-05,Medan Tembung,Posyandu Melati 6,14,F,68.1,8.82,-2.24,-1.52,STUNTED,True,Sumur Terlindung
CHD-2026-00666,1271982492744712,Siti Lubis,Fajar Lubis,DIST-01,Medan Belawan,Posyandu Melati 4,25,M,81.4,9.44,-0.37,-3.46,NORMAL,False,PDAM
CHD-2026-00667,1271191197198934,Anisa Hutapea,Siti Hutapea,DIST-03,Medan Marelan,Posyandu Melati 1,54,F,100.5,20.57,-0.78,0.06,NORMAL,False,PDAM
CHD-2026-00668,1271702246985145,Galang Tambunan,Aisyah Tambunan,DIST-02,Medan Labuhan,Posyandu Melati 5,8,M,66.4,7.15,-1.4,-1.68,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00669,1271352937576759,Melati Lubis,Aditya Lubis,DIST-04,Medan Deli,Posyandu Melati 3,7,M,68.1,7.22,-0.61,-1.39,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00670,1271883535699272,Lestari Nasution,Galang Nasution,DIST-12,Medan Helvetia,Posyandu Melati 2,42,M,97.2,15.36,0.95,-1.95,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00671,1271462801179800,Galang Lubis,Dimas Lubis,DIST-01,Medan Belawan,Posyandu Melati 4,6,M,65.2,7.22,-1.34,-1.17,POTENTIAL_RISK,False,PDAM
CHD-2026-00672,1271339752906813,Putri Ginting,Siti Ginting,DIST-19,Medan Baru,Posyandu Melati 4,30,F,83.6,10.6,-0.82,-3.54,NORMAL,False,Sumur Terlindung
CHD-2026-00673,1271255885332807,Siti Simanjuntak,Bayu Simanjuntak,DIST-14,Medan Timur,Posyandu Melati 8,39,M,89.6,16.97,-0.91,0.2,NORMAL,False,Sumur Terlindung
CHD-2026-00674,1271204440539088,Zahra Hutapea,Aisyah Hutapea,DIST-10,Medan Selayang,Posyandu Melati 5,13,F,75.5,10.14,0.46,-0.1,NORMAL,False,Sumur Terlindung
CHD-2026-00675,1271624047048011,Rafi Lubis,Zahra Lubis,DIST-10,Medan Selayang,Posyandu Melati 8,18,M,72.4,11.43,-1.73,-0.06,POTENTIAL_RISK,False,PDAM
CHD-2026-00676,1271767905372392,Siti Sinaga,Rafi Sinaga,DIST-16,Medan Kota,Posyandu Melati 7,13,M,70.6,10.08,-1.16,-0.15,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00677,1271354550814281,Putri Siregar,Lestari Siregar,DIST-04,Medan Deli,Posyandu Melati 2,44,F,93.0,15.53,-0.94,-2.24,NORMAL,False,PDAM
CHD-2026-00678,1271853862327557,Tiara Harahap,Aditya Harahap,DIST-14,Medan Timur,Posyandu Melati 7,28,F,79.3,13.56,-1.76,-0.4,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00679,1271232281255107,Kevin Nasution,Rafi Nasution,DIST-17,Medan Maimun,Posyandu Melati 4,37,F,87.9,14.34,-1.01,-1.73,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00680,1271186223321438,Budi Siregar,Aisyah Siregar,DIST-05,Medan Tembung,Posyandu Melati 6,17,F,71.1,9.84,-1.95,-1.28,POTENTIAL_RISK,True,PDAM
CHD-2026-00681,1271948881199518,Siti Simanjuntak,Rizky Simanjuntak,DIST-20,Medan Petisah,Posyandu Melati 8,55,F,107.7,19.6,1.39,-1.05,NORMAL,False,PDAM
CHD-2026-00682,1271794603079856,Tiara Tarigan,Kevin Tarigan,DIST-16,Medan Kota,Posyandu Melati 1,40,M,91.5,16.53,-0.51,-0.43,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00683,1271585640538531,Rian Ginting,Bayu Ginting,DIST-04,Medan Deli,Posyandu Melati 3,8,M,63.4,5.59,-2.4,-3.1,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00684,1271498504907374,Tiara Sinaga,Fajar Sinaga,DIST-06,Medan Denai,Posyandu Melati 8,37,M,84.5,15.43,-2.13,-0.75,STUNTED,False,Sumur Terlindung
CHD-2026-00685,1271819958523560,Aditya Ginting,Tiara Ginting,DIST-18,Medan Polonia,Posyandu Melati 7,38,M,90.6,16.84,-0.32,0.31,NORMAL,False,PDAM
CHD-2026-00686,1271464360502006,Rian Tambunan,Lestari Tambunan,DIST-19,Medan Baru,Posyandu Melati 3,7,M,69.1,8.17,-0.26,-0.53,NORMAL,False,PDAM
CHD-2026-00687,1271582020788014,Budi Simanjuntak,Bayu Simanjuntak,DIST-19,Medan Baru,Posyandu Melati 7,28,F,81.4,14.61,-1.08,0.56,POTENTIAL_RISK,False,PDAM
CHD-2026-00688,1271851890672073,Nurul Lubis,Dewi Lubis,DIST-08,Medan Johor,Posyandu Melati 6,25,M,77.7,11.29,-1.6,-1.78,POTENTIAL_RISK,False,PDAM
CHD-2026-00689,1271945429959433,Bayu Pratama,Rafi Pratama,DIST-18,Medan Polonia,Posyandu Melati 1,32,F,88.1,12.9,0.24,-1.91,NORMAL,False,Sumur Terlindung
CHD-2026-00690,1271835092606282,Budi Sitorus,Rian Sitorus,DIST-19,Medan Baru,Posyandu Melati 8,42,M,101.7,17.15,2.44,-0.32,NORMAL,False,PDAM
CHD-2026-00691,1271954560323730,Bayu Ginting,Galang Ginting,DIST-07,Medan Amplas,Posyandu Melati 6,45,F,95.2,16.29,-0.42,-1.78,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00692,1271783244795708,Tiara Pangaribuan,Rizky Pangaribuan,DIST-07,Medan Amplas,Posyandu Melati 5,22,M,76.8,11.0,-1.19,-1.37,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00693,1271227206156518,Rizky Hutapea,Aditya Hutapea,DIST-20,Medan Petisah,Posyandu Melati 8,23,M,77.9,12.99,-1.07,0.22,POTENTIAL_RISK,False,PDAM
CHD-2026-00694,1271657956849846,Dewi Tarigan,Dewi Tarigan,DIST-03,Medan Marelan,Posyandu Melati 7,26,M,78.7,13.55,-1.5,0.05,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00695,1271331195069457,Galang Ginting,Zahra Ginting,DIST-20,Medan Petisah,Posyandu Melati 4,17,F,84.9,10.37,2.67,-0.8,NORMAL,False,PDAM
CHD-2026-00696,1271656936161981,Zahra Simanjuntak,Melati Simanjuntak,DIST-21,Medan Area,Posyandu Melati 6,39,M,90.6,16.32,-0.56,-0.39,NORMAL,False,Sumur Terlindung
CHD-2026-00697,1271655301896220,Fajar Hutapea,Dewi Hutapea,DIST-08,Medan Johor,Posyandu Melati 4,59,M,111.1,21.02,1.59,-0.66,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00698,1271428202194868,Dewi Pangaribuan,Putri Pangaribuan,DIST-09,Medan Tuntungan,Posyandu Melati 2,31,M,82.0,12.51,-1.57,-2.04,POTENTIAL_RISK,False,PDAM
CHD-2026-00699,1271696089608145,Nurul Simanjuntak,Dewi Simanjuntak,DIST-01,Medan Belawan,Posyandu Melati 4,33,M,84.1,13.18,-1.34,-1.88,POTENTIAL_RISK,False,PDAM
CHD-2026-00700,1271946774573883,Budi Harahap,Kevin Harahap,DIST-05,Medan Tembung,Posyandu Melati 8,47,M,102.3,19.83,1.48,0.98,NORMAL,False,Sumur Terlindung
CHD-2026-00701,1271481666707668,Rizky Sitorus,Melati Sitorus,DIST-02,Medan Labuhan,Posyandu Melati 7,29,M,78.2,11.99,-2.38,-2.05,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00702,1271742265029551,Nurul Siregar,Aditya Siregar,DIST-05,Medan Tembung,Posyandu Melati 8,48,F,96.2,19.63,-0.78,0.58,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00703,1271529727657388,Melati Siregar,Bayu Siregar,DIST-08,Medan Johor,Posyandu Melati 7,57,M,103.5,19.84,-0.46,-1.28,NORMAL,False,PDAM
CHD-2026-00704,1271665282125166,Putri Lubis,Kevin Lubis,DIST-04,Medan Deli,Posyandu Melati 8,43,M,91.7,15.7,-1.15,-1.86,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00705,1271708159035036,Bayu Tarigan,Anisa Tarigan,DIST-04,Medan Deli,Posyandu Melati 6,23,M,80.0,10.6,-0.38,-1.95,NORMAL,False,Sumur Terlindung
CHD-2026-00706,1271149823481895,Budi Pangaribuan,Melati Pangaribuan,DIST-10,Medan Selayang,Posyandu Melati 5,50,M,96.9,20.35,-1.05,0.78,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00707,1271783478648248,Lestari Pasaribu,Siti Pasaribu,DIST-10,Medan Selayang,Posyandu Melati 7,30,M,82.0,12.22,-1.35,-2.07,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00708,1271483206063625,Dewi Siregar,Nurul Siregar,DIST-09,Medan Tuntungan,Posyandu Melati 7,34,F,87.3,14.35,-0.49,-1.05,NORMAL,False,Sumur Terlindung
CHD-2026-00709,1271708727397765,Rizky Sembiring,Tiara Sembiring,DIST-09,Medan Tuntungan,Posyandu Melati 7,59,F,106.3,21.41,-0.0,-0.31,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00710,1271741695916764,Putri Hutapea,Kevin Hutapea,DIST-04,Medan Deli,Posyandu Melati 8,32,F,84.0,13.63,-1.12,-1.24,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00711,1271922427031050,Putri Pangaribuan,Rafi Pangaribuan,DIST-02,Medan Labuhan,Posyandu Melati 5,31,M,80.6,13.45,-2.03,-1.19,STUNTED,False,PDAM
CHD-2026-00712,1271768482263131,Siti Nasution,Nurul Nasution,DIST-03,Medan Marelan,Posyandu Melati 6,44,F,96.0,15.66,0.05,-2.13,NORMAL,False,Sumur Terlindung
CHD-2026-00713,1271519383665616,Kevin Nasution,Aditya Nasution,DIST-05,Medan Tembung,Posyandu Melati 7,18,M,75.0,11.7,-0.88,0.18,NORMAL,False,PDAM
CHD-2026-00714,1271126856614747,Aditya Lubis,Budi Lubis,DIST-13,Medan Barat,Posyandu Melati 4,11,F,72.6,10.57,-0.04,0.74,NORMAL,False,Sumur Terlindung
CHD-2026-00715,1271647295575262,Aisyah Sinaga,Melati Sinaga,DIST-06,Medan Denai,Posyandu Melati 6,15,M,70.7,7.44,-1.59,-3.01,POTENTIAL_RISK,True,Air Sungai / Tak Terlindung
CHD-2026-00716,1271659109268433,Budi Hutapea,Galang Hutapea,DIST-04,Medan Deli,Posyandu Melati 2,58,F,103.1,20.64,-0.85,-0.78,NORMAL,False,PDAM
CHD-2026-00717,1271468827029096,Dimas Sembiring,Kevin Sembiring,DIST-07,Medan Amplas,Posyandu Melati 7,30,M,88.3,14.94,0.77,0.4,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00718,1271962985617853,Dimas Sembiring,Dewi Sembiring,DIST-20,Medan Petisah,Posyandu Melati 3,17,F,77.5,11.65,0.19,0.36,NORMAL,True,PDAM
CHD-2026-00719,1271414875938506,Nurul Tambunan,Rafi Tambunan,DIST-09,Medan Tuntungan,Posyandu Melati 8,11,M,70.2,7.57,-0.82,-1.98,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00720,1271648718615198,Dimas Hutapea,Rian Hutapea,DIST-13,Medan Barat,Posyandu Melati 1,10,M,70.5,9.92,-0.49,0.38,NORMAL,True,PDAM
CHD-2026-00721,1271878033751745,Tiara Pasaribu,Lestari Pasaribu,DIST-08,Medan Johor,Posyandu Melati 7,6,F,69.9,8.87,0.24,0.34,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00722,1271157086843938,Fajar Pasaribu,Zahra Pasaribu,DIST-12,Medan Helvetia,Posyandu Melati 8,22,M,76.9,11.37,-1.17,-1.03,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00723,1271652486835266,Rizky Sitorus,Galang Sitorus,DIST-05,Medan Tembung,Posyandu Melati 1,13,F,73.2,8.55,-0.31,-1.55,NORMAL,True,Sumur Terlindung
CHD-2026-00724,1271463760025321,Lestari Pasaribu,Anisa Pasaribu,DIST-09,Medan Tuntungan,Posyandu Melati 7,39,F,88.7,16.39,-1.2,-0.33,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00725,1271819944708208,Tiara Simanjuntak,Fajar Simanjuntak,DIST-11,Medan Sunggal,Posyandu Melati 3,9,M,72.3,8.33,0.32,-0.84,NORMAL,True,PDAM
CHD-2026-00726,1271695576292900,Tiara Harahap,Putri Harahap,DIST-02,Medan Labuhan,Posyandu Melati 8,37,M,83.3,13.96,-2.53,-2.08,STUNTED,False,PDAM
CHD-2026-00727,1271249869253425,Tiara Ginting,Tiara Ginting,DIST-18,Medan Polonia,Posyandu Melati 2,13,F,73.6,9.98,-0.18,-0.25,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00728,1271446906074479,Putri Hutapea,Galang Hutapea,DIST-06,Medan Denai,Posyandu Melati 3,43,M,93.2,17.26,-0.65,-0.45,NORMAL,False,Sumur Terlindung
CHD-2026-00729,1271961988866384,Nurul Simanjuntak,Tiara Simanjuntak,DIST-03,Medan Marelan,Posyandu Melati 2,7,F,67.0,7.9,-0.97,-0.77,NORMAL,False,PDAM
CHD-2026-00730,1271205825898861,Bayu Nasution,Budi Nasution,DIST-04,Medan Deli,Posyandu Melati 1,35,F,86.1,15.83,-1.13,0.07,POTENTIAL_RISK,False,PDAM
CHD-2026-00731,1271822356024463,Melati Ginting,Bayu Ginting,DIST-02,Medan Labuhan,Posyandu Melati 6,9,F,72.8,6.42,0.5,-2.57,NORMAL,True,Sumur Terlindung
CHD-2026-00732,1271613675583916,Melati Sinaga,Rizky Sinaga,DIST-18,Medan Polonia,Posyandu Melati 2,21,F,77.5,11.79,-0.72,-0.42,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00733,1271467786043525,Rian Simanjuntak,Rian Simanjuntak,DIST-06,Medan Denai,Posyandu Melati 8,13,F,70.4,11.29,-1.24,0.94,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00734,1271952007807020,Melati Nasution,Lestari Nasution,DIST-10,Medan Selayang,Posyandu Melati 8,38,M,91.0,14.99,-0.19,-1.37,NORMAL,False,Sumur Terlindung
